VM Name,Host,IP Addresses,Cores,Memory Capacity,Storage,Controller Read IOPS,Controller Write IOPS,Controller IO Bandwidth,Backup and Recovery Capable,Flash Mode,CPU Usage,Memory Usage,Controller Avg IO Latency,Timestamp
HPSM-SCORECARD01,NTNX-J30212D6-A/AHV,172.16.189.8,4,17 GiB,135.27 GiB / 300 GiB,0,1,10 KBps,Yes,No,97.19%,13.54%,4.83 ms,2025-04-22T09:33:53.521604
Huawei-CDR-Collect01,NTNX-J302KCTX-A/AHV,,32,60 GiB,752.1 GiB / 1.95 TiB,0,0,2 KBps,Yes,No,65.93%,28.23%,9.63 ms,2025-04-22T09:33:53.521604
Hycu-Backup,,,12,12 GiB,5.42 GiB / 42 GiB,-,-,-,Yes,No,62.51%,92.13%,7.81 ms,2025-04-22T09:33:53.521604
INFOVISTA-PoC-VM01,,,4,12 GiB,28.16 GiB / 500 GiB,-,-,-,Yes,No,8.89%,22.33%,6.09 ms,2025-04-22T09:33:53.521604
INFOVISTA-POC-VM01,NTNX-J3014839-A/AHV,172.25.1.200,4,12 GiB,177.54 GiB / 500 GiB,17,3,363 KBps,Yes,No,78.00%,61.47%,9.11 ms,2025-04-22T09:33:53.521604
IoT-Android,NTNX-J30212D6-A/AHV,172.30.39.53,8,8 GiB,14.88 GiB / 55.01 GiB,0,0,3 KBps,Yes,No,69.88%,57.82%,1.52 ms,2025-04-22T09:33:53.521604
IoT-Cartographie,NTNX-J30212D6-A/AHV,172.30.39.52,8,8 GiB,16.59 GiB / 55.01 GiB,0,0,5 KBps,Yes,No,12.78%,27.73%,7.56 ms,2025-04-22T09:33:53.521604
IoT-MQTT,NTNX-J30212D6-A/AHV,172.30.39.51,8,8 GiB,18.44 GiB / 55.01 GiB,0,1,9 KBps,Yes,No,81.58%,38.04%,9.97 ms,2025-04-22T09:33:53.521604
IoT-Postgresql,NTNX-J30212D6-A/AHV,172.30.39.54,8,8 GiB,18.42 GiB / 55.01 GiB,0,0,6 KBps,Yes,No,57.00%,11.58%,6.86 ms,2025-04-22T09:33:53.521604
KB-WFBB-AD01-New,NTNX-J30212D6-A/AHV,192.168.10.1 | 192.168.60.132,2,4 GiB,46.76 GiB / 50 GiB,0,1,7 KBps,Yes,No,36.13%,52.32%,9.87 ms,2025-04-22T09:33:53.521604
KB-WFBB-AD01-New1-Clone-15-09-2020,,,2,4 GiB,33.61 GiB / 50 GiB,-,-,-,Yes,No,53.79%,69.10%,3.81 ms,2025-04-22T09:33:53.521604
KB-WFBB-ATA01,,,8,16 GiB,15.22 GiB / 80.05 GiB,-,-,-,Yes,No,97.82%,58.77%,9.24 ms,2025-04-22T09:33:53.521604
KB-WFBB-ATA01-Clone-15-09-2020,,,8,16 GiB,14.62 GiB / 80.05 GiB,-,-,-,Yes,No,95.37%,72.01%,8.00 ms,2025-04-22T09:33:53.521604
KB-WFBB-EXT01,NTNX-J3014837-A/AHV,192.168.10.11 | 192.168.9.19 | 192.168.60.142,4,8 GiB,75.51 GiB / 200 GiB,0,5,30 KBps,Yes,No,9.87%,81.20%,5.53 ms,2025-04-22T09:33:53.521604
KB-WFBB-EXT01-01-04-2022,,,4,4 GiB,63.22 GiB / 200 GiB,-,-,-,Yes,No,89.22%,22.49%,3.78 ms,2025-04-22T09:33:53.521604
KB-WFBB-EXT01-15022022,,,4,4 GiB,63.36 GiB / 200 GiB,-,-,-,Yes,No,11.37%,19.64%,7.24 ms,2025-04-22T09:33:53.521604
KB-WFBB-EXT02,NTNX-J3014837-A/AHV,192.168.10.12 | 192.168.9.22 | 192.168.60.143,4,4 GiB,63.92 GiB / 200 GiB,0,0,2 KBps,Yes,No,1.08%,3.84%,1.93 ms,2025-04-22T09:33:53.521604
KB-WFBB-EXT02-01-04-2022,,,4,4 GiB,63.8 GiB / 200 GiB,-,-,-,Yes,No,62.19%,97.94%,8.99 ms,2025-04-22T09:33:53.521604
KB-WFBB-EXT02-15022022,,,4,4 GiB,63.8 GiB / 200 GiB,-,-,-,Yes,No,80.49%,51.00%,7.58 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRE01-New,NTNX-J3014838-A/AHV,192.168.10.13 | 192.168.9.8 | 192.168.60.144,2,4 GiB,85.52 GiB / 280.01 GiB,0,0,1 KBps,Yes,No,98.59%,71.37%,3.71 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRE01-New-Clone-15-09-2020,,,2,8 GiB,75.25 GiB / 280.01 GiB,-,-,-,Yes,No,81.89%,66.45%,6.28 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRE02-New,NTNX-J3014837-A/AHV,192.168.10.14 | 192.168.9.9 | 192.168.60.146,4,6 GiB,318.9 GiB / 480 GiB,0,1,9 KBps,Yes,No,11.87%,27.24%,4.58 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRE02-New-Clone-15-09-2020,,,4,6 GiB,333.37 GiB / 480 GiB,-,-,-,Yes,No,28.68%,99.50%,1.53 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRV01,NTNX-J3014839-A/AHV,192.168.10.15 | 193.95.52.82 | 192.168.60.140,4,8 GiB,45.66 GiB / 95.65 GiB,0,0,14 KBps,Yes,No,7.30%,57.41%,3.55 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRV01-13012023,,,4,8 GiB,24.17 GiB / 95.65 GiB,-,-,-,Yes,No,73.20%,49.02%,4.43 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRV01-clone-01082023,,,4,8 GiB,37.46 GiB / 95.65 GiB,-,-,-,Yes,No,76.27%,83.42%,4.87 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRV01-clone-09012024,,,4,8 GiB,10.87 GiB / 95.65 GiB,-,-,-,Yes,No,50.53%,88.12%,9.53 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRV01-clone-26072024,,,4,8 GiB,31.48 GiB / 95.65 GiB,-,-,-,Yes,No,3.01%,88.42%,4.39 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRV01-clone_10012025,,,4,8 GiB,44.08 GiB / 95.65 GiB,-,-,-,Yes,No,36.17%,27.05%,4.23 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRV01-Test-WIN2016-01-04-2022,,,4,8 GiB,31.21 GiB / 95.65 GiB,-,-,-,Yes,No,6.24%,53.21%,8.78 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRV02,NTNX-J3014837-A/AHV,192.168.10.3 | 193.95.52.83 | 192.168.60.141,2,4 GiB,74.16 GiB / 100 GiB,0,1,6 KBps,Yes,No,4.64%,59.34%,4.82 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRV02-13012023,,,2,4 GiB,- / 100 GiB,-,-,-,Yes,No,55.48%,36.85%,2.50 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRV02-clone-01082023,,,2,4 GiB,53.52 GiB / 100 GiB,-,-,-,Yes,No,56.78%,81.20%,3.42 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRV02-clone-09012024,,,2,4 GiB,55.4 GiB / 100 GiB,-,-,-,Yes,No,42.63%,88.82%,1.42 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRV02-clone-26072024,,,2,4 GiB,55.55 GiB / 100 GiB,-,-,-,Yes,No,28.92%,21.03%,2.79 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRV02-clone_10012025,,,2,4 GiB,56.33 GiB / 100 GiB,-,-,-,Yes,No,37.72%,11.30%,6.60 ms,2025-04-22T09:33:53.521604
KB-WFBB-PRV03,NTNX-J3014837-A/AHV,192.168.10.17 | 193.95.52.84,2,4 GiB,48.45 GiB / 100 GiB,0,0,0 KBps,Yes,No,17.71%,75.05%,8.32 ms,2025-04-22T09:33:53.521604
KB-WFBB-SQL02-Clone08-05-2020,,,12,32 GiB,159.88 GiB / 953.53 GiB,-,-,-,Yes,No,37.07%,70.64%,6.30 ms,2025-04-22T09:33:53.521604
KB-WFBB-SQL03-Clone07-05-2020,,,4,16 GiB,28.73 GiB / 100 GiB,-,-,-,Yes,No,78.72%,54.11%,7.05 ms,2025-04-22T09:33:53.521604
KB-WFBB-SQL04-analyse-clone-137,,,4,8 GiB,158.56 GiB / 220 GiB,-,-,-,Yes,No,2.87%,39.22%,3.58 ms,2025-04-22T09:33:53.521604
KB-WFBB-SQL04-analyse-clone-137-15-09-2020,,,4,8 GiB,143.5 GiB / 220 GiB,-,-,-,Yes,No,44.24%,32.46%,1.16 ms,2025-04-22T09:33:53.521604
KB-WFBB-WEB01,NTNX-J900RCNW-A/AHV,192.168.10.10 | 192.168.9.3 | 192.168.60.138,8,32 GiB,130.95 GiB / 200 GiB,0,2,37 KBps,Yes,No,24.20%,37.67%,8.52 ms,2025-04-22T09:33:53.521604
KB-WFBB-WEB01-01-04-2020,,,8,16 GiB,101.38 GiB / 200 GiB,-,-,-,Yes,No,97.69%,28.01%,4.33 ms,2025-04-22T09:33:53.521604
KB-WFBB-WEB01-15022022,,,8,16 GiB,101.37 GiB / 200 GiB,-,-,-,Yes,No,77.76%,85.26%,5.71 ms,2025-04-22T09:33:53.521604
KB-WFBB-WEB02,NTNX-J30212D6-A/AHV,192.168.10.5 | 192.168.9.4 | 192.168.60.139,8,16 GiB,81.87 GiB / 280 GiB,0,1,6 KBps,Yes,No,81.51%,14.20%,1.63 ms,2025-04-22T09:33:53.521604
KB-WFBB-WEB02-01-04-2022,,,8,16 GiB,81.32 GiB / 280 GiB,-,-,-,Yes,No,24.49%,36.34%,8.69 ms,2025-04-22T09:33:53.521604
KB-WFBB-WEB02-15022022,,,8,16 GiB,79.99 GiB / 280 GiB,-,-,-,Yes,No,82.40%,32.56%,8.88 ms,2025-04-22T09:33:53.521604
KB-WFBB-WEB03,,,8,16 GiB,101.2 GiB / 200 GiB,-,-,-,Yes,No,67.64%,43.03%,9.72 ms,2025-04-22T09:33:53.521604
LINE_ANALYZER-VM01,NTNX-J9023FVM-A/AHV,172.22.3.109,8,32 GiB,30.32 GiB / 505.36 GiB,0,1,8 KBps,Yes,No,31.70%,4.14%,7.21 ms,2025-04-22T09:33:53.521604
MGMT-CACTI04,,,16,8 GiB,29.04 GiB / 80 GiB,-,-,-,Yes,No,87.33%,67.06%,4.62 ms,2025-04-22T09:33:53.521604
MGMT-KMS01,NTNX-J3014839-A/AHV,,2,4 GiB,35.33 GiB / 40 GiB,0,0,0 KBps,Yes,No,20.20%,12.29%,6.57 ms,2025-04-22T09:33:53.521604
NMS-NEC-FHIP-EMS01,NTNX-J3014839-A/AHV,172.27.149.117 | 172.27.149.109,8,16 GiB,133.39 GiB / 320.05 GiB,0,7,69 KBps,Yes,No,83.74%,62.28%,8.62 ms,2025-04-22T09:33:53.521604
NMS-NEC-FHIP-UNMS01,NTNX-J3014838-A/AHV,172.27.149.116 | 172.27.149.108,8,24 GiB,140.41 GiB / 0.98 TiB,0,12,141 KBps,Yes,No,47.75%,73.74%,2.28 ms,2025-04-22T09:33:53.521604
NMS-TT-Répéteurs,NTNX-J302KCTX-A/AHV,172.30.9.235 | 172.30.9.227,8,16 GiB,21.65 GiB / 505.08 GiB,0,0,4 KBps,Yes,No,88.89%,79.20%,1.71 ms,2025-04-22T09:33:53.521604
NMS_Synchro_1,NTNX-J3014839-A/AHV,172.27.159.212 | 172.27.159.204,16,32 GiB,12.12 GiB / 100 GiB,0,4,33 KBps,Yes,No,63.77%,88.44%,5.08 ms,2025-04-22T09:33:53.521604
NMS_Synchro_2,NTNX-J3014838-A/AHV,172.27.159.213 | 172.27.159.205,16,32 GiB,11.25 GiB / 100 GiB,0,1,439 KBps,Yes,No,77.09%,45.48%,1.91 ms,2025-04-22T09:33:53.521604
NOC-MGMT-SERVER01,NTNX-J3014837-A/AHV,172.30.58.3,8,8 GiB,141.75 GiB / 205.01 GiB,0,8,175 KBps,Yes,No,37.74%,46.40%,2.60 ms,2025-04-22T09:33:53.521604
NOC-MGMT-SERVER01-clone04122023,,,8,8 GiB,13.99 GiB / 205.01 GiB,-,-,-,Yes,No,67.35%,99.76%,9.75 ms,2025-04-22T09:33:53.521604
NOC-MGMT-SERVER02,NTNX-J900RCNW-A/AHV,172.30.58.4,8,8 GiB,12.03 GiB / 200 GiB,0,0,0 KBps,Yes,No,98.04%,94.37%,8.52 ms,2025-04-22T09:33:53.521604
NOC-MGMT-SERVER02-clone04122023,,,8,8 GiB,9.96 GiB / 200 GiB,-,-,-,Yes,No,54.19%,7.44%,2.24 ms,2025-04-22T09:33:53.521604
NOC-MGMT-SERVER03,NTNX-J900RCNW-A/AHV,172.30.58.5,8,8 GiB,14.15 GiB / 200 GiB,0,3,98 KBps,Yes,No,18.31%,58.35%,6.31 ms,2025-04-22T09:33:53.521604
NOC-MGMT-SERVER03-clone04122023,,,8,8 GiB,9.68 GiB / 200 GiB,-,-,-,Yes,No,41.73%,31.25%,9.48 ms,2025-04-22T09:33:53.521604
NSO-ADMIN,NTNX-J3014839-A/AHV,172.30.6.222,4,8 GiB,94.84 GiB / 200 GiB,0,0,0 KBps,Yes,No,16.64%,42.12%,6.59 ms,2025-04-22T09:33:53.521604
NTNX-J3014836-A-CVM,NTNX-J3014836-A/AHV,172.22.2.14 | 192.168.5.254 | 192.168.5.2,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,39.92%,91.78%,2.42 ms,2025-04-22T09:33:53.521604
NTNX-J3014837-A-CVM,NTNX-J3014837-A/AHV,172.22.2.15 | 192.168.5.254 | 192.168.5.2,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,24.98%,27.59%,4.85 ms,2025-04-22T09:33:53.521604
NTNX-J3014838-A-CVM,NTNX-J3014838-A/AHV,172.22.2.16 | 192.168.5.2 | 192.168.5.254,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,46.90%,17.16%,9.85 ms,2025-04-22T09:33:53.521604
NTNX-J3014839-A-CVM,NTNX-J3014839-A/AHV,172.22.2.17 | 192.168.5.2 | 192.168.5.254,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,82.46%,1.59%,2.81 ms,2025-04-22T09:33:53.521604
NTNX-J30212D6-A-CVM,NTNX-J30212D6-A/AHV,172.22.2.30 | 192.168.5.254 | 192.168.5.2,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,36.92%,97.55%,6.06 ms,2025-04-22T09:33:53.521604
NTNX-J302KCTX-A-CVM,NTNX-J302KCTX-A/AHV,172.22.2.31 | 192.168.5.254 | 192.168.5.2,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,50.56%,23.42%,5.69 ms,2025-04-22T09:33:53.521604
NTNX-J900RCNW-A-CVM,NTNX-J900RCNW-A/AHV,172.22.2.32 | 192.168.5.2 | 192.168.5.254,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,97.42%,15.48%,3.12 ms,2025-04-22T09:33:53.521604
NTNX-J9023FVM-A-CVM,NTNX-J9023FVM-A/AHV,172.22.2.34 | 192.168.5.2 | 192.168.5.254,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,49.46%,99.34%,1.40 ms,2025-04-22T09:33:53.521604
NTNX-J9023FVN-A-CVM,NTNX-J9023FVN-A/AHV,172.22.2.35 | 192.168.5.2 | 192.168.5.254,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,1.77%,84.54%,9.14 ms,2025-04-22T09:33:53.521604
NTNX-NTNXX-J9023FVL-A-CVM,NTNX-J9023FVL-A/AHV,172.22.2.33 | 192.168.5.254 | 192.168.5.2,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,80.92%,34.37%,3.14 ms,2025-04-22T09:33:53.521604
Openstack-Devstack,NTNX-J30212D6-A/AHV,172.22.3.3,16,64 GiB,162.32 GiB / 250 GiB,0,36,304 KBps,Yes,No,19.97%,56.31%,5.66 ms,2025-04-22T09:33:53.521604
Openstack_template,,,32,32 GiB,4.81 GiB / 200 GiB,-,-,-,Yes,No,47.70%,11.67%,9.95 ms,2025-04-22T09:33:53.521604
Ping-Test,NTNX-J9023FVM-A/AHV,172.22.3.10 | 192.168.136.100 | 10.254.254.2,8,8 GiB,50.6 GiB / 55.65 GiB,0,0,0 KBps,Yes,No,27.71%,17.11%,7.55 ms,2025-04-22T09:33:53.521604
PoC_K2lis-VM01,NTNX-J9023FVM-A/AHV,10.1.12.10,2,4 GiB,20.98 GiB / 50 GiB,0,0,0 KBps,Yes,No,85.57%,73.36%,1.17 ms,2025-04-22T09:33:53.521604
PoC_VC4-APP01,,,16,32 GiB,9.48 GiB / 204.87 GiB,-,-,-,Yes,No,51.83%,32.67%,3.91 ms,2025-04-22T09:33:53.521604
PoC_VC4-DB01,,,32,64 GiB,10.21 GiB / 0.98 TiB,-,-,-,Yes,No,95.83%,52.88%,4.55 ms,2025-04-22T09:33:53.521604
PoC_VC4-MED01,,,16,32 GiB,9.47 GiB / 204.87 GiB,-,-,-,Yes,No,28.67%,27.45%,2.39 ms,2025-04-22T09:33:53.521604
PoC_VC4-WEB01,,,16,32 GiB,14.31 GiB / 204.87 GiB,-,-,-,Yes,No,42.02%,11.85%,8.64 ms,2025-04-22T09:33:53.521604
Prism-Central-01,NTNX-J9023FVM-A/AHV,172.22.2.2,10,30 GiB,99.68 GiB / 1.02 TiB,0,55,606 KBps,Yes,No,77.88%,61.53%,7.43 ms,2025-04-22T09:33:53.521604
Prism_Central,,,6,26 GiB,201.03 GiB / 641.44 GiB,-,-,-,Yes,No,70.78%,78.26%,5.14 ms,2025-04-22T09:33:53.521604
QUALITY-COLLECT01,NTNX-J3014839-A/AHV,192.168.60.183,8,16 GiB,175.25 GiB / 200 GiB,0,1,5 KBps,Yes,No,53.33%,83.37%,4.95 ms,2025-04-22T09:33:53.521604
QUALITY-COLLECT01-clone-15032021,,,8,32 GiB,126.3 GiB / 200 GiB,-,-,-,Yes,No,70.88%,14.32%,8.48 ms,2025-04-22T09:33:53.521604
QUALITY-COLLECT01-clone-19082021,,,8,16 GiB,137.01 GiB / 200 GiB,-,-,-,Yes,No,41.84%,96.87%,8.99 ms,2025-04-22T09:33:53.521604
QUALITY-CPE_MGMT01,NTNX-J900RCNW-A/AHV,172.30.25.203 | 172.30.6.34 | 172.22.3.101 | 192.168.60.181,16,16 GiB,71.17 GiB / 205.74 GiB,0,15,329 KBps,Yes,No,37.76%,99.86%,9.72 ms,2025-04-22T09:33:53.521604
QUALITY-GESTION01,NTNX-J900RCNW-A/AHV,192.168.60.180,8,48 GiB,450.9 GiB / 800 GiB,4,6,137 KBps,Yes,No,81.25%,54.67%,3.18 ms,2025-04-22T09:33:53.521604
QUALITY-GESTION01-clone-13012023,,,8,48 GiB,4.94 GiB / 800 GiB,-,-,-,Yes,No,58.86%,95.88%,6.47 ms,2025-04-22T09:33:53.521604
QUALITY-GESTION01-clone-30062021,,,4,24 GiB,230.02 GiB / 300 GiB,-,-,-,Yes,No,76.03%,41.01%,4.90 ms,2025-04-22T09:33:53.521604
QUALITY-NPRINTING01,NTNX-J3014839-A/AHV,192.168.60.178,8,8 GiB,42.49 GiB / 50 GiB,0,5,45 KBps,Yes,No,15.34%,47.89%,3.47 ms,2025-04-22T09:33:53.521604
QUALITY-NPRINTING01-clone-15032021,,,8,8 GiB,35.12 GiB / 50 GiB,-,-,-,Yes,No,78.76%,11.16%,4.43 ms,2025-04-22T09:33:53.521604
QUALITY-NPRINTING01-clone-30062021,,,8,8 GiB,40.17 GiB / 50 GiB,-,-,-,Yes,No,90.89%,74.18%,5.63 ms,2025-04-22T09:33:53.521604
QUALITY-QLickView02,NTNX-J3014837-A/AHV,192.168.60.179,16,72 GiB,54.08 GiB / 305.36 GiB,1,3,61 KBps,Yes,No,47.62%,17.36%,3.85 ms,2025-04-22T09:33:53.521604
QUALITY-QlikView01,NTNX-J3014839-A/AHV,192.168.60.185,8,72 GiB,68.83 GiB / 0.98 TiB,1,2,48 KBps,Yes,No,46.83%,49.94%,3.17 ms,2025-04-22T09:33:53.521604
QUALITY-QlikView01-clone-13012023,,,8,72 GiB,40.01 GiB / 0.98 TiB,-,-,-,Yes,No,26.10%,55.02%,8.67 ms,2025-04-22T09:33:53.521604
QUALITY-QlikView01-clone-30062021,,,8,24 GiB,14.33 GiB / 0.98 TiB,-,-,-,Yes,No,6.66%,46.97%,4.23 ms,2025-04-22T09:33:53.521604
QUALITY-QlikView01-clone27082024,,,8,72 GiB,69.96 GiB / 0.98 TiB,-,-,-,Yes,No,24.77%,42.86%,3.73 ms,2025-04-22T09:33:53.521604
Radius-04-01-2021,,,8,8 GiB,49.46 GiB / 100 GiB,-,-,-,Yes,No,87.10%,89.54%,5.95 ms,2025-04-22T09:33:53.521604
RADIUS-PERSONNEL-TT,NTNX-J302KCTX-A/AHV,172.30.9.131 | 172.30.9.180 | 10.12.11.4,8,8 GiB,98.88 GiB / 100 GiB,0,0,6 KBps,Yes,No,54.57%,44.91%,5.82 ms,2025-04-22T09:33:53.521604
RADIUS-PERSONNEL-TT-clone03032023,,,8,8 GiB,97.97 GiB / 100 GiB,-,-,-,Yes,No,1.44%,53.76%,9.73 ms,2025-04-22T09:33:53.521604
RADIUS-STAGING-UX-ACCT-01,NTNX-J3014836-A/AHV,172.30.58.100 | 172.30.58.67,4,8 GiB,46.98 GiB / 100 GiB,0,0,0 KBps,Yes,No,35.26%,23.98%,7.65 ms,2025-04-22T09:33:53.521604
RADIUS-STAGING-UX-API-01,NTNX-J3014838-A/AHV,172.30.58.101 | 172.30.58.83,4,8 GiB,33.78 GiB / 100 GiB,0,0,2 KBps,Yes,No,32.18%,11.16%,4.52 ms,2025-04-22T09:33:53.521604
RADIUS-STAGING-UX-AUTH-01,NTNX-J900RCNW-A/AHV,172.30.58.99 | 172.30.58.66,4,8 GiB,4.96 GiB / 100 GiB,0,0,0 KBps,Yes,No,66.10%,39.76%,7.30 ms,2025-04-22T09:33:53.521604
RADIUS-STAGING-UX-DB-ACCT-01,NTNX-J3014838-A/AHV,172.30.58.104,12,16 GiB,14.14 GiB / 500 GiB,0,0,0 KBps,Yes,No,22.03%,49.01%,8.08 ms,2025-04-22T09:33:53.521604
RADIUS-STAGING-UX-DB-AUTH-01,NTNX-J3014836-A/AHV,172.30.58.103,12,16 GiB,12.33 GiB / 500 GiB,0,0,0 KBps,Yes,No,40.76%,5.04%,9.39 ms,2025-04-22T09:33:53.521604
RADIUS-STAGING-UX-GUI-01,NTNX-J30212D6-A/AHV,172.30.58.102,4,8 GiB,57.9 GiB / 100 GiB,0,0,5 KBps,Yes,No,49.98%,25.23%,8.95 ms,2025-04-22T09:33:53.521604
RADIUS-TT-WAFFI,NTNX-J302KCTX-A/AHV,172.30.9.135 | 10.12.11.5 | 172.30.9.179,8,8 GiB,86.44 GiB / 100 GiB,-,-,-,Yes,No,52.91%,66.61%,2.69 ms,2025-04-22T09:33:53.521604
RADIUS-TT-WAFFI-clone03032023,,,8,8 GiB,86.42 GiB / 100 GiB,-,-,-,Yes,No,19.87%,53.26%,2.22 ms,2025-04-22T09:33:53.521604
RADIUS-UX-ACCT-01,NTNX-J3014836-A/AHV,172.30.39.132 | 172.30.39.164 | 172.30.39.148,12,32 GiB,53.81 GiB / 100 GiB,0,0,4 KBps,Yes,No,41.47%,44.71%,5.83 ms,2025-04-22T09:33:53.521604
RADIUS-UX-API-01,NTNX-J30212D6-A/AHV,172.30.39.180 | 172.30.39.165 | 172.30.39.149,6,24 GiB,34.23 GiB / 100 GiB,0,0,0 KBps,Yes,No,52.96%,46.66%,1.69 ms,2025-04-22T09:33:53.521604
RADIUS-UX-AUTH-01,NTNX-J3014838-A/AHV,172.30.39.131 | 172.30.39.163 | 172.30.39.147,12,32 GiB,5.44 GiB / 100 GiB,0,0,9 KBps,Yes,No,60.90%,75.61%,3.82 ms,2025-04-22T09:33:53.521604
RADIUS-UX-DB-ACCT-01,NTNX-J302KCTX-A/AHV,172.30.39.168 | 172.30.39.152,32,128 GiB,27.17 GiB / 500 GiB,4,46,990 KBps,Yes,No,32.05%,47.32%,2.63 ms,2025-04-22T09:33:53.521604
RADIUS-UX-DB-AUTH-01,NTNX-J30212D6-A/AHV,172.30.39.167 | 172.30.39.151,32,128 GiB,12.21 GiB / 500 GiB,0,21,263 KBps,Yes,No,9.86%,90.66%,7.58 ms,2025-04-22T09:33:53.521604
RADIUS-UX-GUI-01,NTNX-J302KCTX-A/AHV,172.30.39.166 | 172.30.39.179 | 172.30.39.150,6,24 GiB,58.02 GiB / 100 GiB,0,0,5 KBps,Yes,No,14.61%,29.72%,9.17 ms,2025-04-22T09:33:53.521604
RADIUS_ACS-CORE01,NTNX-J9023FVL-A/AHV,172.31.107.196 | 172.31.107.211 | 172.31.107.244 | 172.31.107.232,12,32 GiB,9.31 GiB / 100 GiB,0,0,0 KBps,Yes,No,45.04%,16.58%,3.01 ms,2025-04-22T09:33:53.521604
RADIUS_ACS-CORE02,NTNX-J9023FVM-A/AHV,172.31.107.197 | 172.31.107.195 | 172.31.107.212 | 172.31.107.243 | 172.31.107.245 | 172.31.107.227 | 172.31.107.231,12,32 GiB,10.05 GiB / 100 GiB,0,0,1 KBps,Yes,No,42.87%,67.42%,4.29 ms,2025-04-22T09:33:53.521604
RADIUS_ACS-DB01,NTNX-J9023FVM-A/AHV,172.31.107.215 | 172.31.107.248,32,128 GiB,12.11 GiB / 500 GiB,0,2,18 KBps,Yes,No,76.18%,11.14%,5.34 ms,2025-04-22T09:33:53.521604
RADIUS_ACS-DB02,NTNX-J9023FVL-A/AHV,172.31.107.216 | 172.31.107.249,32,128 GiB,12.6 GiB / 500 GiB,0,1,11 KBps,Yes,No,69.85%,83.70%,9.69 ms,2025-04-22T09:33:53.521604
RADIUS_ACS-GUI01,NTNX-J9023FVL-A/AHV,172.31.107.213 | 172.31.107.228 | 172.31.107.246,6,24 GiB,16.22 GiB / 100 GiB,0,0,0 KBps,Yes,No,44.01%,82.61%,1.17 ms,2025-04-22T09:33:53.521604
RADIUS_ACS-GUI02,NTNX-J9023FVL-A/AHV,172.31.107.214 | 172.31.107.229 | 172.31.107.230 | 172.31.107.247 | 172.31.107.250,6,24 GiB,14.64 GiB / 100 GiB,0,0,0 KBps,Yes,No,24.03%,4.81%,4.05 ms,2025-04-22T09:33:53.521604
RBT-App-DB-01,NTNX-J3014836-A/AHV,172.31.70.15 | 172.31.70.144,12,128 GiB,2.15 TiB / 2.34 TiB,0,66,1.19 MBps,Yes,No,10.26%,66.26%,6.04 ms,2025-04-22T09:33:53.521604
RBT-App-DB-02,NTNX-J302KCTX-A/AHV,172.31.70.16 | 172.31.70.145,12,128 GiB,837.25 GiB / 2.34 TiB,0,88,1.54 MBps,Yes,No,75.38%,8.94%,2.57 ms,2025-04-22T09:33:53.521604
RBT-Application-Server-01,NTNX-J3014836-A/AHV,172.31.70.11 | 172.31.70.140 | 172.31.70.168,12,64 GiB,335.1 GiB / 400 GiB,9,6,1.38 MBps,Yes,No,50.04%,77.85%,3.74 ms,2025-04-22T09:33:53.521604
RBT-Application-Server-01 30112021,,,12,64 GiB,324.39 GiB / 404.24 GiB,-,-,-,Yes,No,82.03%,97.57%,3.83 ms,2025-04-22T09:33:53.521604
RBT-Application-Server-01 Clone 01-12-2021,,,12,64 GiB,322.2 GiB / 400 GiB,-,-,-,Yes,No,82.19%,97.88%,6.09 ms,2025-04-22T09:33:53.521604
RBT-Application-Server-02,NTNX-J3014839-A/AHV,172.31.70.12 | 172.31.70.141 | 172.31.70.169,12,64 GiB,328.72 GiB / 400 GiB,10,4,154 KBps,Yes,No,38.33%,69.58%,2.64 ms,2025-04-22T09:33:53.521604
RBT-Application-Server-02-clone-30112021,,,12,64 GiB,132.85 GiB / 400 GiB,-,-,-,Yes,No,71.75%,84.07%,3.21 ms,2025-04-22T09:33:53.521604
